"Año","Mes","Región","Inflación mensual general"
"2008","2008/06/01 00:00:00","MANTA ","0,00511473"
"2008","2008/06/01 00:00:00","NACIONAL","0,00756784"
"2008","2008/06/01 00:00:00","QUITO ","0,00933744"
"2008","2008/06/01 00:00:00","SIERRA","0,0073938"
"2008","2008/07/01 00:00:00","AMBATO","0,00902936"
"2008","2008/07/01 00:00:00","COSTA ","0,00393274"
"2008","2008/07/01 00:00:00","CUENCA","0,01112644"
"2008","2008/07/01 00:00:00","ESMERALDAS","0,00982031"
"2008","2008/07/01 00:00:00","GUAYAQUIL ","0,00085988"
"2008","2008/07/01 00:00:00","LOJA","0,01075097"
"2008","2008/07/01 00:00:00","MACHALA ","0,00890179"
"2008","2008/07/01 00:00:00","MANTA ","0,00503059"
"2008","2008/07/01 00:00:00","NACIONAL","0,00586191"
"2008","2008/07/01 00:00:00","QUITO ","0,00526764"
"2008","2008/07/01 00:00:00","SIERRA","0,00749963"
"2008","2008/08/01 00:00:00","AMBATO","0,00340736"
"2008","2008/08/01 00:00:00","COSTA ","0,00453025"
"2008","2008/08/01 00:00:00","CUENCA","-0,00131905"
"2008","2008/08/01 00:00:00","ESMERALDAS","0,00547923"
"2008","2008/08/01 00:00:00","GUAYAQUIL ","0,00424503"
"2008","2008/08/01 00:00:00","LOJA","0,00455543"
"2008","2008/08/01 00:00:00","MACHALA ","0,00606731"
"2008","2008/08/01 00:00:00","MANTA ","0,00392666"
"2008","2008/08/01 00:00:00","NACIONAL","0,00209873"
"2008","2008/08/01 00:00:00","QUITO ","-0,0024285"
"2008","2008/08/01 00:00:00","SIERRA","0,00004187"
"2008","2008/09/01 00:00:00","AMBATO","0,00903719"
"2008","2008/09/01 00:00:00","COSTA ","0,00399979"
"2008","2008/09/01 00:00:00","CUENCA","0,01248927"
"2008","2008/09/01 00:00:00","ESMERALDAS","0,00026886"
"2008","2008/09/01 00:00:00","GUAYAQUIL ","0,0040687"
"2008","2008/09/01 00:00:00","LOJA","0,00700096"
"2008","2008/09/01 00:00:00","MACHALA ","0,00499276"
"2008","2008/09/01 00:00:00","MANTA ","0,0072632"
"2008","2008/09/01 00:00:00","NACIONAL","0,00659373"
"2008","2008/09/01 00:00:00","QUITO ","0,00872649"
"2008","2008/09/01 00:00:00","SIERRA","0,00879784"
"2008","2008/10/01 00:00:00","AMBATO","-0,00852264"
"2008","2008/10/01 00:00:00","COSTA ","0,0016418"
"2008","2008/10/01 00:00:00","CUENCA","-0,0021347"
"2008","2008/10/01 00:00:00","ESMERALDAS","0,00661456"
"2008","2008/10/01 00:00:00","GUAYAQUIL ","-0,00044613"
"2008","2008/10/01 00:00:00","LOJA","-0,00300111"
"2008","2008/10/01 00:00:00","MACHALA ","0,00508467"
"2008","2008/10/01 00:00:00","MANTA ","0,00136516"
"2008","2008/10/01 00:00:00","NACIONAL","0,00031611"
"2008","2008/10/01 00:00:00","QUITO ","0,00280554"
"2008","2008/10/01 00:00:00","SIERRA","-0,00080499"
"2008","2008/11/01 00:00:00","AMBATO","-0,00565091"
"2008","2008/11/01 00:00:00","COSTA ","-0,00043198"
"2008","2008/11/01 00:00:00","CUENCA","-0,00068692"
"2008","2008/11/01 00:00:00","ESMERALDAS","0,00822655"
"2008","2008/11/01 00:00:00","GUAYAQUIL ","-0,00504442"
"2008","2008/11/01 00:00:00","LOJA","0,0007735"
"2008","2008/11/01 00:00:00","MACHALA ","-0,0029969"
"2008","2008/11/01 00:00:00","MANTA ","0,00401538"
"2008","2008/11/01 00:00:00","NACIONAL","-0,0016068"
"2008","2008/11/01 00:00:00","QUITO ","-0,00306143"
"2008","2008/11/01 00:00:00","SIERRA","-0,00260275"
"2008","2008/12/01 00:00:00","AMBATO","0,00555004"
"2008","2008/12/01 00:00:00","COSTA ","0,00309098"
"2008","2008/12/01 00:00:00","CUENCA","0,00527039"
"2008","2008/12/01 00:00:00","ESMERALDAS","-0,00088211"
"2008","2008/12/01 00:00:00","GUAYAQUIL ","0,00514762"
"2008","2008/12/01 00:00:00","LOJA","-0,00094633"
"2008","2008/12/01 00:00:00","MACHALA ","0,00768864"
"2008","2008/12/01 00:00:00","MANTA ","0,00033513"
"2008","2008/12/01 00:00:00","NACIONAL","0,00292714"
"2008","2008/12/01 00:00:00","QUITO ","0,00274114"
"2008","2008/12/01 00:00:00","SIERRA","0,00278794"
"2009","2009/01/01 00:00:00","AMBATO","0,00743952"
"2009","2009/01/01 00:00:00","COSTA ","0,00729458"
"2009","2009/01/01 00:00:00","CUENCA","0,00488998"
"2009","2009/01/01 00:00:00","ESMERALDAS","0,01372755"
"2009","2009/01/01 00:00:00","GUAYAQUIL ","0,00420036"
"2009","2009/01/01 00:00:00","LOJA","0,00425669"
"2009","2009/01/01 00:00:00","MACHALA ","0,00452323"
"2009","2009/01/01 00:00:00","MANTA ","0,00989369"
"2009","2009/01/01 00:00:00","NACIONAL","0,00707418"
"2009","2009/01/01 00:00:00","QUITO ","0,00794271"
"2009","2009/01/01 00:00:00","SIERRA","0,00688687"
"2009","2009/02/01 00:00:00","AMBATO","0,00652946"
"2009","2009/02/01 00:00:00","COSTA ","0,00455566"
"2009","2009/02/01 00:00:00","CUENCA","0,00641508"
"2009","2009/02/01 00:00:00","ESMERALDAS","-0,00562819"
"2009","2009/02/01 00:00:00","GUAYAQUIL ","0,00620961"
"2009","2009/02/01 00:00:00","LOJA","0,00607213"
"2009","2009/02/01 00:00:00","MACHALA ","0,0080822"
"2009","2009/02/01 00:00:00","MANTA ","0,0094086"
"2009","2009/02/01 00:00:00","NACIONAL","0,00466155"
"2009","2009/02/01 00:00:00","QUITO ","0,00342224"
"2009","2009/02/01 00:00:00","SIERRA","0,00475158"
"2009","2009/03/01 00:00:00","AMBATO","0,01132766"
"2009","2009/03/01 00:00:00","COSTA ","0,0111738"
"2009","2009/03/01 00:00:00","CUENCA","0,00859479"
"2009","2009/03/01 00:00:00","ESMERALDAS","0,00537575"
"2009","2009/03/01 00:00:00","GUAYAQUIL ","0,01234357"
"2009","2009/03/01 00:00:00","LOJA","0,01366135"
"2009","2009/03/01 00:00:00","MACHALA ","0,01150875"
"2009","2009/03/01 00:00:00","MANTA ","0,01371733"
"2009","2009/03/01 00:00:00","NACIONAL","0,01091183"
"2009","2009/03/01 00:00:00","QUITO ","0,00979887"
"2009","2009/03/01 00:00:00","SIERRA","0,01068915"
"2009","2009/04/01 00:00:00","AMBATO","0,00656326"
"2009","2009/04/01 00:00:00","COSTA ","0,007646"
"2009","2009/04/01 00:00:00","CUENCA","0,00280498"
"2009","2009/04/01 00:00:00","ESMERALDAS","0,0186003"
"2009","2009/04/01 00:00:00","GUAYAQUIL ","0,00250433"
"2009","2009/04/01 00:00:00","LOJA","0,00727808"
"2009","2009/04/01 00:00:00","MACHALA ","0,01377596"
"2009","2009/04/01 00:00:00","MANTA ","0,00880269"
"2009","2009/04/01 00:00:00","NACIONAL","0,0065497"
"2009","2009/04/01 00:00:00","QUITO ","0,00519249"
"2009","2009/04/01 00:00:00","SIERRA","0,00561738"
"2009","2009/05/01 00:00:00","AMBATO","0,00312283"
"2009","2009/05/01 00:00:00","COSTA ","-0,00003819"
"2009","2009/05/01 00:00:00","CUENCA","0,00258559"
"2009","2009/05/01 00:00:00","ESMERALDAS","-0,00399658"
"2009","2009/05/01 00:00:00","GUAYAQUIL ","0,00219648"
"2009","2009/05/01 00:00:00","LOJA","-0,00114966"
"2009","2009/05/01 00:00:00","MACHALA ","-0,00107"
"2009","2009/05/01 00:00:00","MANTA ","-0,00170158"
"2009","2009/05/01 00:00:00","NACIONAL","-0,00008723"
"2009","2009/05/01 00:00:00","QUITO ","-0,00132722"
"2009","2009/05/01 00:00:00","SIERRA","-0,00012901"
"2009","2009/06/01 00:00:00","AMBATO","-0,00218089"
"2009","2009/06/01 00:00:00","COSTA ","-0,0011209"
"2009","2009/06/01 00:00:00","CUENCA","-0,0019465"
"2009","2009/06/01 00:00:00","ESMERALDAS","-0,00135814"
"2009","2009/06/01 00:00:00","GUAYAQUIL ","0,00109374"
"2009","2009/06/01 00:00:00","LOJA","0,00301588"
"2009","2009/06/01 00:00:00","MACHALA ","-0,00191324"
"2009","2009/06/01 00:00:00","MANTA ","-0,00650426"
"2009","2009/06/01 00:00:00","NACIONAL","-0,00075592"
"2009","2009/06/01 00:00:00","QUITO ","-0,00080461"
"2009","2009/06/01 00:00:00","SIERRA","-0,00044488"
"2009","2009/07/01 00:00:00","AMBATO","-0,0080952"
"2009","2009/07/01 00:00:00","COSTA ","-0,00093062"
"2009","2009/07/01 00:00:00","CUENCA","-0,00031966"
"2009","2009/07/01 00:00:00","ESMERALDAS","0,00516709"
"2009","2009/07/01 00:00:00","GUAYAQUIL ","-0,00284049"
"2009","2009/07/01 00:00:00","LOJA","-0,00188653"
"2009","2009/07/01 00:00:00","MACHALA ","0,00373498"
"2009","2009/07/01 00:00:00","MANTA ","-0,00320993"
"2009","2009/07/01 00:00:00","NACIONAL","-0,00073479"
"2009","2009/07/01 00:00:00","QUITO ","0,00240402"
"2009","2009/07/01 00:00:00","SIERRA","-0,00056801"
"2009","2009/08/01 00:00:00","AMBATO","0,00024266"
"2009","2009/08/01 00:00:00","COSTA ","-0,00431309"
"2009","2009/08/01 00:00:00","CUENCA","-0,00034123"
"2009","2009/08/01 00:00:00","ESMERALDAS","-0,00050252"
"2009","2009/08/01 00:00:00","GUAYAQUIL ","-0,00940788"
"2009","2009/08/01 00:00:00","LOJA","-0,0026738"
"2009","2009/08/01 00:00:00","MACHALA ","0,00387364"
"2009","2009/08/01 00:00:00","MANTA ","0,00311363"
"2009","2009/08/01 00:00:00","NACIONAL","-0,00297708"
"2009","2009/08/01 00:00:00","QUITO ","-0,00249925"
"2009","2009/08/01 00:00:00","SIERRA","-0,00183968"
"2009","2009/09/01 00:00:00","AMBATO","0,00507993"
"2009","2009/09/01 00:00:00","COSTA ","0,00066905"
"2009","2009/09/01 00:00:00","CUENCA","0,00517174"
"2009","2009/09/01 00:00:00","ESMERALDAS","-0,00214276"
"2009","2009/09/01 00:00:00","GUAYAQUIL ","0,00170943"
"2009","2009/09/01 00:00:00","LOJA","0,01444459"
"2009","2009/09/01 00:00:00","MACHALA ","-0,00344509"
"2009","2009/09/01 00:00:00","MANTA ","0,00189811"
"2009","2009/09/01 00:00:00","NACIONAL","0,00625473"
"2009","2009/09/01 00:00:00","QUITO ","0,01276867"
"2009","2009/09/01 00:00:00","SIERRA","0,01099823"
"2009","2009/10/01 00:00:00","AMBATO","0,00684837"
"2009","2009/10/01 00:00:00","COSTA ","0,00336117"
"2009","2009/10/01 00:00:00","CUENCA","0,00230512"
"2009","2009/10/01 00:00:00","ESMERALDAS","0,00075264"
"2009","2009/10/01 00:00:00","GUAYAQUIL ","0,00619153"
"2009","2009/10/01 00:00:00","LOJA","0,00108909"
"2009","2009/10/01 00:00:00","MACHALA ","0,00090584"
"2009","2009/10/01 00:00:00","MANTA ","-0,00078714"
"2009","2009/10/01 00:00:00","NACIONAL","0,00237021"
"2009","2009/10/01 00:00:00","QUITO ","-0,00020906"
"2009","2009/10/01 00:00:00","SIERRA","0,00153725"
"2009","2009/11/01 00:00:00","AMBATO","0,00177177"
"2009","2009/11/01 00:00:00","COSTA ","0,00632448"
"2009","2009/11/01 00:00:00","CUENCA","0,00444948"
"2009","2009/11/01 00:00:00","ESMERALDAS","0,00776489"
"2009","2009/11/01 00:00:00","GUAYAQUIL ","0,00141551"
"2009","2009/11/01 00:00:00","LOJA","0,00221039"
"2009","2009/11/01 00:00:00","MACHALA ","0,00405507"
"2009","2009/11/01 00:00:00","MANTA ","0,01849317"
"2009","2009/11/01 00:00:00","NACIONAL","0,00335763"
"2009","2009/11/01 00:00:00","QUITO ","-0,00051394"
"2009","2009/11/01 00:00:00","SIERRA","0,00085929"
"2009","2009/12/01 00:00:00","AMBATO","0,00654501"
"2009","2009/12/01 00:00:00","COSTA ","0,00464738"
"2009","2009/12/01 00:00:00","CUENCA","-0,00410806"
"2009","2009/12/01 00:00:00","ESMERALDAS","0,00613051"
"2009","2009/12/01 00:00:00","GUAYAQUIL ","0,00122563"
"2009","2009/12/01 00:00:00","LOJA","0,00328968"
"2009","2009/12/01 00:00:00","MACHALA ","0,00932083"
"2009","2009/12/01 00:00:00","MANTA ","0,01078662"
"2009","2009/12/01 00:00:00","NACIONAL","0,00575456"
"2009","2009/12/01 00:00:00","QUITO ","0,00973074"
"2009","2009/12/01 00:00:00","SIERRA","0,00669199"
"2010","2010/01/01 00:00:00","AMBATO","0,00978533"
"2010","2010/01/01 00:00:00","COSTA ","0,00978509"
"2010","2010/01/01 00:00:00","CUENCA","0,00329115"
"2010","2010/01/01 00:00:00","ESMERALDAS","0,01349028"
"2010","2010/01/01 00:00:00","GUAYAQUIL ","0,01135535"
"2010","2010/01/01 00:00:00","LOJA","0,00603312"
"2010","2010/01/01 00:00:00","MACHALA ","0,00353347"
"2010","2010/01/01 00:00:00","MANTA ","0,00383517"
"2010","2010/01/01 00:00:00","NACIONAL","0,00830674"
"2010","2010/01/01 00:00:00","QUITO ","0,00711552"
"2010","2010/01/01 00:00:00","SIERRA","0,00705759"
"2010","2010/02/01 00:00:00","AMBATO","0,0026979"
"2010","2010/02/01 00:00:00","COSTA ","0,00398142"
"2010","2010/02/01 00:00:00","CUENCA","0,00294995"
"2010","2010/02/01 00:00:00","ESMERALDAS","0,00115521"
"2010","2010/02/01 00:00:00","GUAYAQUIL ","0,00549521"
"2010","2010/02/01 00:00:00","LOJA","0,00430823"
"2010","2010/02/01 00:00:00","MACHALA ","0,00377471"
"2010","2010/02/01 00:00:00","MANTA ","0,00291048"
"2010","2010/02/01 00:00:00","NACIONAL","0,00340807"
"2010","2010/02/01 00:00:00","QUITO ","0,00251371"
"2010","2010/02/01 00:00:00","SIERRA","0,00292229"
"2010","2010/03/01 00:00:00","AMBATO","0,00457177"
"2010","2010/03/01 00:00:00","COSTA ","0,00167559"
"2010","2010/03/01 00:00:00","CUENCA","0,00004428"
"2010","2010/03/01 00:00:00","ESMERALDAS","0,00672356"
"2010","2010/03/01 00:00:00","GUAYAQUIL ","-0,00133378"
"2010","2010/03/01 00:00:00","LOJA","-0,00162713"
"2010","2010/03/01 00:00:00","MACHALA ","0,00650109"
"2010","2010/03/01 00:00:00","MANTA ","0,0031821"
"2010","2010/03/01 00:00:00","NACIONAL","0,00162925"
"2010","2010/03/01 00:00:00","QUITO ","0,00195364"
"2010","2010/03/01 00:00:00","SIERRA","0,00158995"
"2010","2010/04/01 00:00:00","AMBATO","0,00120399"
"2010","2010/04/01 00:00:00","COSTA ","0,00767212"
"2010","2010/04/01 00:00:00","CUENCA","0,00701021"
"2010","2010/04/01 00:00:00","ESMERALDAS","0,0045639"
"2010","2010/04/01 00:00:00","GUAYAQUIL ","0,00700014"
"2010","2010/04/01 00:00:00","LOJA","-0,00124114"
"2010","2010/04/01 00:00:00","MACHALA ","0,01141369"
"2010","2010/04/01 00:00:00","MANTA ","0,01145717"
"2010","2010/04/01 00:00:00","NACIONAL","0,00517319"
"2010","2010/04/01 00:00:00","QUITO ","0,00451461"
"2010","2010/04/01 00:00:00","SIERRA","0,00305356"
"2010","2010/05/01 00:00:00","AMBATO","0,00062699"
"2010","2010/05/01 00:00:00","COSTA ","-0,00083226"
"2010","2010/05/01 00:00:00","CUENCA","0,00227081"
"2010","2010/05/01 00:00:00","ESMERALDAS","-0,00661831"
"2010","2010/05/01 00:00:00","GUAYAQUIL ","0,00210377"
"2010","2010/05/01 00:00:00","LOJA","0,00240139"
"2010","2010/05/01 00:00:00","MACHALA ","0,00012952"
"2010","2010/05/01 00:00:00","MANTA ","-0,00296473"
"2010","2010/05/01 00:00:00","NACIONAL","0,00016758"
"2010","2010/05/01 00:00:00","QUITO ","0,00047175"
"2010","2010/05/01 00:00:00","SIERRA","0,00101956"
"2010","2010/06/01 00:00:00","AMBATO","0,00140733"
"2010","2010/06/01 00:00:00","COSTA ","-0,00131351"
"2010","2010/06/01 00:00:00","CUENCA","0,00206229"
"2010","2010/06/01 00:00:00","ESMERALDAS","0,00343317"
"2010","2010/06/01 00:00:00","GUAYAQUIL ","0,00096589"
"2010","2010/06/01 00:00:00","LOJA","0,00931829"
"2010","2010/06/01 00:00:00","MACHALA ","-0,00440113"
"2010","2010/06/01 00:00:00","MANTA ","-0,01101339"
"2010","2010/06/01 00:00:00","NACIONAL","-0,00009205"
"2010","2010/06/01 00:00:00","QUITO ","-0,002273"
"2010","2010/06/01 00:00:00","SIERRA","0,00094685"
"2010","2010/07/01 00:00:00","AMBATO","0,00206595"
"2010","2010/07/01 00:00:00","COSTA ","-0,00084659"
"2010","2010/07/01 00:00:00","CUENCA","0,00059225"
"2010","2010/07/01 00:00:00","ESMERALDAS","-0,00184731"
"2010","2010/07/01 00:00:00","GUAYAQUIL ","-0,00161413"
"2010","2010/07/01 00:00:00","LOJA","-0,00233818"
"2010","2010/07/01 00:00:00","MACHALA ","-0,00120236"
"2010","2010/07/01 00:00:00","MANTA ","0,00225928"
"2010","2010/07/01 00:00:00","NACIONAL","0,00019564"
"2010","2010/07/01 00:00:00","QUITO ","0,00201737"
"2010","2010/07/01 00:00:00","SIERRA","0,0010801"
"2010","2010/08/01 00:00:00","AMBATO","-0,00337362"
"2010","2010/08/01 00:00:00","COSTA ","0,00247908"
"2010","2010/08/01 00:00:00","CUENCA","0,00129695"
"2010","2010/08/01 00:00:00","ESMERALDAS","0,00358595"
"2010","2010/08/01 00:00:00","GUAYAQUIL ","0,00151739"
"2010","2010/08/01 00:00:00","LOJA","0,00030781"
"2010","2010/08/01 00:00:00","MACHALA ","0,00452702"
"2010","2010/08/01 00:00:00","MANTA ","0,00332285"
"2010","2010/08/01 00:00:00","NACIONAL","0,00106529"
"2010","2010/08/01 00:00:00","QUITO ","0,00057598"
"2010","2010/08/01 00:00:00","SIERRA","-0,00013218"
"2010","2010/09/01 00:00:00","AMBATO","0,01141482"
"2010","2010/09/01 00:00:00","COSTA ","-0,00011778"
"2010","2010/09/01 00:00:00","CUENCA","0,01389543"
"2010","2010/09/01 00:00:00","ESMERALDAS","-0,00169862"
"2010","2010/09/01 00:00:00","GUAYAQUIL ","0,00075144"
"2010","2010/09/01 00:00:00","LOJA","0,00438157"
"2010","2010/09/01 00:00:00","MACHALA ","0,00212255"
"2010","2010/09/01 00:00:00","MANTA ","-0,0014389"
"2010","2010/09/01 00:00:00","NACIONAL","0,00256951"
"2010","2010/09/01 00:00:00","QUITO ","0,00131033"
"2010","2010/09/01 00:00:00","SIERRA","0,00485157"
"2010","2010/10/01 00:00:00","AMBATO","0,00269208"
"2010","2010/10/01 00:00:00","COSTA ","0,00311848"
"2010","2010/10/01 00:00:00","CUENCA","0,00229966"
"2010","2010/10/01 00:00:00","ESMERALDAS","0,00258433"
"2010","2010/10/01 00:00:00","GUAYAQUIL ","0,00554068"
"2010","2010/10/01 00:00:00","LOJA","-0,00120781"
"2010","2010/10/01 00:00:00","MACHALA ","0,00015447"
"2010","2010/10/01 00:00:00","MANTA ","-0,00184842"
"2010","2010/10/01 00:00:00","NACIONAL","0,00254321"
"2010","2010/10/01 00:00:00","QUITO ","0,00293545"
"2010","2010/10/01 00:00:00","SIERRA","0,00205711"
"2010","2010/11/01 00:00:00","AMBATO","0,00862456"
"2010","2010/11/01 00:00:00","COSTA ","0,00408033"
"2010","2010/11/01 00:00:00","CUENCA","0,00022797"
"2010","2010/11/01 00:00:00","ESMERALDAS","-0,00044091"
"2010","2010/11/01 00:00:00","GUAYAQUIL ","0,00439023"
"2010","2010/11/01 00:00:00","LOJA","0,0030368"
"2010","2010/11/01 00:00:00","MACHALA ","0,00493947"
"2010","2010/11/01 00:00:00","MANTA ","0,00752484"
"2010","2010/11/01 00:00:00","NACIONAL","0,00270719"
"2010","2010/11/01 00:00:00","QUITO ","-0,00115894"
"2010","2010/11/01 00:00:00","SIERRA","0,00154565"
"2010","2010/12/01 00:00:00","AMBATO","0,005602"
"2010","2010/12/01 00:00:00","COSTA ","0,00541048"
"2010","2010/12/01 00:00:00","CUENCA","0,00291635"
"2010","2010/12/01 00:00:00","ESMERALDAS","0,00536874"
"2010","2010/12/01 00:00:00","GUAYAQUIL ","0,00391001"
"2010","2010/12/01 00:00:00","LOJA","0,00395903"
"2010","2010/12/01 00:00:00","MACHALA ","0,00649341"
"2010","2010/12/01 00:00:00","MANTA ","0,00908368"
"2010","2010/12/01 00:00:00","NACIONAL","0,00514367"
"2010","2010/12/01 00:00:00","QUITO ","0,00535009"
"2010","2010/12/01 00:00:00","SIERRA","0,0049174"
"2011","2011/01/01 00:00:00","AMBATO","0,0095574"
"2011","2011/01/01 00:00:00","COSTA ","0,00711635"
"2011","2011/01/01 00:00:00","CUENCA","0,0064465"
"2011","2011/01/01 00:00:00","ESMERALDAS","0,00380531"
"2011","2011/01/01 00:00:00","GUAYAQUIL ","0,00868279"
"2011","2011/01/01 00:00:00","LOJA","0,00768547"
"2011","2011/01/01 00:00:00","MACHALA ","0,00894788"
"2011","2011/01/01 00:00:00","MANTA ","0,00577762"
"2011","2011/01/01 00:00:00","NACIONAL","0,00679188"
"2011","2011/01/01 00:00:00","QUITO ","0,00507749"
"2011","2011/01/01 00:00:00","SIERRA","0,00651658"
"2011","2011/02/01 00:00:00","AMBATO","0,01227142"
"2011","2011/02/01 00:00:00","COSTA ","0,00507539"
"2011","2011/02/01 00:00:00","CUENCA","0,00459813"
"2011","2011/02/01 00:00:00","ESMERALDAS","0,00445441"
"2011","2011/02/01 00:00:00","GUAYAQUIL ","0,00665467"
"2011","2011/02/01 00:00:00","LOJA","0,00559813"
"2011","2011/02/01 00:00:00","MACHALA ","0,00381575"
"2011","2011/02/01 00:00:00","MANTA ","0,00190535"
"2011","2011/02/01 00:00:00","NACIONAL","0,00554961"
"2011","2011/02/01 00:00:00","QUITO ","0,00412041"
"2011","2011/02/01 00:00:00","SIERRA","0,00595221"
"2011","2011/03/01 00:00:00","AMBATO","0,00496673"
"2011","2011/03/01 00:00:00","COSTA ","0,00312171"
"2011","2011/03/01 00:00:00","CUENCA","0,0055014"
"2011","2011/03/01 00:00:00","ESMERALDAS","0,00669302"
"2011","2011/03/01 00:00:00","GUAYAQUIL ","-0,00068972"
"2011","2011/03/01 00:00:00","LOJA","0,00303838"
"2011","2011/03/01 00:00:00","MACHALA ","0,00119608"
"2011","2011/03/01 00:00:00","MANTA ","0,0101635"
"2011","2011/03/01 00:00:00","NACIONAL","0,00336827"
"2011","2011/03/01 00:00:00","QUITO ","0,00296017"
"2011","2011/03/01 00:00:00","SIERRA","0,00357739"
"2011","2011/04/01 00:00:00","AMBATO","0,00539195"
"2011","2011/04/01 00:00:00","COSTA ","0,01346696"
"2011","2011/04/01 00:00:00","CUENCA","0,00196041"
"2011","2011/04/01 00:00:00","ESMERALDAS","0,01343896"
"2011","2011/04/01 00:00:00","GUAYAQUIL ","0,01519943"
"2011","2011/04/01 00:00:00","LOJA","0,0056778"
"2011","2011/04/01 00:00:00","MACHALA ","0,00899309"
"2011","2011/04/01 00:00:00","MANTA ","0,01023041"
"2011","2011/04/01 00:00:00","NACIONAL","0,0082008"
"2011","2011/04/01 00:00:00","QUITO ","0,00277921"
"2011","2011/04/01 00:00:00","SIERRA","0,00373597"
"2011","2011/05/01 00:00:00","AMBATO","-0,00117237"
"2011","2011/05/01 00:00:00","COSTA ","0,00206393"
"2011","2011/05/01 00:00:00","CUENCA","0,0027262"
"2011","2011/05/01 00:00:00","ESMERALDAS","0,00405516"
"2011","2011/05/01 00:00:00","GUAYAQUIL ","-0,00027136"
"2011","2011/05/01 00:00:00","LOJA","0,00217339"
"2011","2011/05/01 00:00:00","MACHALA ","0,00582307"
"2011","2011/05/01 00:00:00","MANTA ","0,00516517"
"2011","2011/05/01 00:00:00","NACIONAL","0,0034585"
"2011","2011/05/01 00:00:00","QUITO ","0,00787782"
"2011","2011/05/01 00:00:00","SIERRA","0,00465234"
"2011","2011/06/01 00:00:00","AMBATO","0,00236189"
"2011","2011/06/01 00:00:00","COSTA ","0,0000224"
"2011","2011/06/01 00:00:00","CUENCA","0,00039963"
"2011","2011/06/01 00:00:00","ESMERALDAS","-0,00727614"
"2011","2011/06/01 00:00:00","GUAYAQUIL ","0,00612667"
"2011","2011/06/01 00:00:00","LOJA","0,0034545"
"2011","2011/06/01 00:00:00","MACHALA ","0,00484587"
"2011","2011/06/01 00:00:00","MANTA ","-0,01000461"
"2011","2011/06/01 00:00:00","NACIONAL","0,00039772"
"2011","2011/06/01 00:00:00","QUITO ","-0,00074944"
"2011","2011/06/01 00:00:00","SIERRA","0,00071818"
"2011","2011/07/01 00:00:00","AMBATO","0,00126713"
"2011","2011/07/01 00:00:00","COSTA ","0,00058638"
"2011","2011/07/01 00:00:00","CUENCA","0,00028388"
"2011","2011/07/01 00:00:00","ESMERALDAS","0,00769284"
"2011","2011/07/01 00:00:00","GUAYAQUIL ","-0,00198482"
"2011","2011/07/01 00:00:00","LOJA","0,00110062"
"2011","2011/07/01 00:00:00","MACHALA ","-0,00131348"
"2011","2011/07/01 00:00:00","MANTA ","0,00090705"
"2011","2011/07/01 00:00:00","NACIONAL","0,00175822"
"2011","2011/07/01 00:00:00","QUITO ","0,00426756"
"2011","2011/07/01 00:00:00","SIERRA","0,0027581"
"2011","2011/08/01 00:00:00","AMBATO","0,00914272"
"2011","2011/08/01 00:00:00","COSTA ","0,00347265"
"2011","2011/08/01 00:00:00","CUENCA","0,00253789"
"2011","2011/08/01 00:00:00","ESMERALDAS","0,0007246"
"2011","2011/08/01 00:00:00","GUAYAQUIL ","0,00208066"
"2011","2011/08/01 00:00:00","LOJA","0,00818073"
"2011","2011/08/01 00:00:00","MACHALA ","0,00217102"
"2011","2011/08/01 00:00:00","MANTA ","0,01023132"
"2011","2011/08/01 00:00:00","NACIONAL","0,00485975"
"2011","2011/08/01 00:00:00","QUITO ","0,00480317"
"2011","2011/08/01 00:00:00","SIERRA","0,00604074"
"2011","2011/09/01 00:00:00","AMBATO","0,01171504"
"2011","2011/09/01 00:00:00","COSTA ","0,00492581"
"2011","2011/09/01 00:00:00","CUENCA","0,00931482"
"2011","2011/09/01 00:00:00","ESMERALDAS","0,00778785"
"2011","2011/09/01 00:00:00","GUAYAQUIL ","0,0059811"
"2011","2011/09/01 00:00:00","LOJA","0,01082525"
"2011","2011/09/01 00:00:00","MACHALA ","-0,00602998"
"2011","2011/09/01 00:00:00","MANTA ","0,0024066"
"2011","2011/09/01 00:00:00","NACIONAL","0,00790861"
"2011","2011/09/01 00:00:00","QUITO ","0,01005149"
"2011","2011/09/01 00:00:00","SIERRA","0,01044171"
"2011","2011/10/01 00:00:00","AMBATO","-0,00186844"
"2011","2011/10/01 00:00:00","COSTA ","0,00195649"
"2011","2011/10/01 00:00:00","CUENCA","0,00784439"
"2011","2011/10/01 00:00:00","ESMERALDAS","0,00234017"
"2011","2011/10/01 00:00:00","GUAYAQUIL ","-0,00163412"
"2011","2011/10/01 00:00:00","LOJA","0,00452493"
"2011","2011/10/01 00:00:00","MACHALA ","0,00394447"
"2011","2011/10/01 00:00:00","MANTA ","0,01044185"
"2011","2011/10/01 00:00:00","NACIONAL","0,00352159"
"2011","2011/10/01 00:00:00","QUITO ","0,00679724"
"2011","2011/10/01 00:00:00","SIERRA","0,00484348"
"2011","2011/11/01 00:00:00","AMBATO","0,00079841"
"2011","2011/11/01 00:00:00","COSTA ","0,0077575"
"2011","2011/11/01 00:00:00","CUENCA","-0,00250022"
"2011","2011/11/01 00:00:00","ESMERALDAS","0,00605741"
"2011","2011/11/01 00:00:00","GUAYAQUIL ","0,0067944"
"2011","2011/11/01 00:00:00","LOJA","0,00195627"
